#,...,Please enter your *Prolific ID*,Game Understanding Quiz: Question 1,Game Understanding Quiz: Question 2,Game Understanding Quiz: Question 3,Game Understanding Quiz: Question 4,Counterfactual Quiz: Question 1 ,Counterfactual Quiz: Question 2,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,DOWN,UP,RIGHT,LEFT,CHOP,SHOOT,Agent A,Agent B,I don't know,Agent A,Agent B,I don't know,Explanations helped me understand the agent's behavior.,Explanations of how the agents operate are satisfying.,Explanations are sufficiently detailed.,Explanations are sufficiently complete.,"Explanations are actionable, that is, help me know how to use the agent.",Explanations let me know how reliable the agent is.,Explanations let me know how trustworthy agent is.,Start Date (UTC),Submit Date (UTC),Network ID,Tags
0vqfoladvuir3er0vqffg7vife9902ku,1,5a99a3154eecca0001dd7998,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,UP,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,Agent B,,Agent A,,,2,3,2,2,4,2,3,2023-09-21 09:19:27,2023-09-21 09:30:57,56f3270b12,
wbf01v672ey8ciwbf0zvy6ly0zeyyup0,1,5929b05b6c835800011a31cc,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,DOWN,,,,,,,,,,,SHOOT,,UP,,,,,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,UP,,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,DOWN,,,,,,,,,,,SHOOT,,UP,,,,,,,,,,SHOOT,,UP,,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,UP,,,,,,,RIGHT,,,,,,,,,SHOOT,Agent A,,,Agent A,,,3,3,3,3,3,3,3,2023-09-21 09:19:09,2023-09-21 09:30:30,e0774eb90a,
2zzj0umjmjvgu2zzxbe55clh6axpwfdf,1,55fa90794f51400006296b94,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,Agent A,,,Agent A,,,4,4,4,4,4,4,4,2023-09-21 09:19:13,2023-09-21 09:29:39,2645843e51,
aw06qbunjxpvtikteyaw06qbhgjane0v,1,5f3bdc715637da0bc38980ba,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,CHOP,,,UP,,,,,,,RIGHT,,,,,,,,CHOP,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,CHOP,,,UP,,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,Agent B,,Agent A,,,2,2,2,2,2,2,2,2023-09-21 09:19:12,2023-09-21 09:28:51,4e7da2331b,
mbnkqmumxmmef104dunx1mbnkqmu3wm6,1,5ecd22e76997ec03464c71aa,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,UP,,,,,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,UP,,,,,,,RIGHT,,,,,,,,,SHOOT,Agent A,,,Agent A,,,3,3,4,4,4,3,2,2023-09-21 09:19:40,2023-09-21 09:28:46,76ff6ca843,
3ws59vzp4kt7ypsefnuhp3ws59vz0l98,1,611218c29a454f84484df681,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,Agent A,,,Agent A,,,4,4,5,5,5,5,5,2023-09-21 09:19:35,2023-09-21 09:27:53,fada4e07b0,
mv3bg7el6t4dy2a7g6ecz4mv3bg7exbr,1,5d55548417edfb00175baa8c,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,,,,SHOOT,,,RIGHT,,,,,,,,,SHOOT,,Agent B,,,Agent B,,2,2,1,1,1,2,1,2023-09-21 09:19:51,2023-09-21 09:27:06,f836163e48,
uf1ditfb1cvc0y4q0lxrauf1di9exqur,1,60952210ea1fbe46a1bbe4e2,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,UP,,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,,,CHOP,,,,,,,SHOOT,,Agent B,,Agent A,,,3,2,2,3,3,1,1,2023-09-21 09:19:19,2023-09-21 09:26:32,32ba07710f,
yzefnf2y07e5ntu87kot7ryze0w5jojk,1,5b0edf5cee290600010f690b,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,I don't know,,,I don't know,1,1,2,2,1,1,1,2023-09-21 09:19:18,2023-09-21 09:26:14,db195e5994,
nn324f0parlvjw2lerinn324at51fr7e,1,63f77df437de29d7fd62b0c8,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,UP,,,,,,,RIGHT,,,,,,,,,SHOOT,,,RIGHT,,,,,,,LEFT,,,,,RIGHT,,,,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,LEFT,,,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,,,CHOP,,,,,,,SHOOT,,UP,,,,,,,,LEFT,,,,UP,,,,,,,,,CHOP,,,,RIGHT,,,,Agent A,,,,Agent B,,2,2,1,1,2,3,3,2023-09-21 09:19:07,2023-09-21 09:25:52,765fd5d494,
zsa4rgr76d6thszsa4yuwq4hxi1qfyuw,1,5f0d7190d63c6a000996da50,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,UP,,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,Agent A,,,Agent A,,,4,4,3,2,4,3,3,2023-09-21 09:19:08,2023-09-21 09:25:38,6733add834,
jck802uazqwau8vbdx6jck8b0turq5j6,1,6277cbc5054410c0850aef69,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,UP,,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,LEFT,,,,,,,CHOP,,,,,LEFT,,,,,,,CHOP,,,,RIGHT,,,,,,,,,SHOOT,,,,,CHOP,,,,,LEFT,,,DOWN,,,,,,,,,LEFT,,,,,,,CHOP,,Agent A,,,,Agent B,,3,3,3,2,2,3,3,2023-09-20 14:24:11,2023-09-20 15:05:56,e97d512b5c,
oqmhn3divpsld5rm5oqmheqnoj81sn1k,1,641c2b936dc70fab01d77dc6,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,UP,,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,UP,,,,,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,UP,,,,,,,RIGHT,,,,,,,,,SHOOT,,Agent B,,,Agent B,,,5,5,4,5,5,5,2023-09-20 14:21:55,2023-09-20 14:45:26,5063de1bb5,
pweiutanzqtk7amhuqsx2vbpweiutazm,1,605c8fd5ae4e6fc1d6b75a34,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,UP,,,,,,UP,,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,UP,,,,,,,,,CHOP,,,,,,CHOP,,Agent A,,,Agent A,,,4,3,3,3,3,3,3,2023-09-20 14:28:40,2023-09-20 14:37:24,858d18f168,
2ykjblgrwqvca2cifkykp7bp3qk268am,1,5c658ef1085e6a0001fec464,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,,LEFT,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,Agent B,,Agent A,,,2,1,2,1,5,3,3,2023-09-20 14:20:40,2023-09-20 14:37:12,3a9ab09639,
uz2i7xsl9x9c5nvziuz239lonm1ayx0x,1,60cf8f88538bd2da835cc207,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,UP,,,,,,,,LEFT,,,,,,,,SHOOT,Agent A,,,Agent A,,,1,1,1,2,1,1,1,2023-09-20 14:21:10,2023-09-20 14:36:40,a8805b1019,
bii311ghpc1zqz324eg27bii3jnr9c5c,1,60dddafcba71ad145265250d,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,CHOP,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,Agent B,,Agent A,,,4,3,3,3,4,4,4,2023-09-20 14:23:42,2023-09-20 14:36:27,c4171fb988,
83l4v3k6j2kdpzojwd83l4v3kb7kn686,1,5a993130f6dfdd0001ea8301,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,,UP,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,UP,,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,Agent B,,Agent A,,,2,3,3,3,2,2,2,2023-09-20 14:22:51,2023-09-20 14:30:12,a419680811,
cti1hpqsdg24ao95lc51cti121u1o4hs,1,5d7ea56689394a001a5f58de,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,UP,,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,UP,,,,,,UP,,,,,,UP,,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,UP,,,,,,,RIGHT,,,,,,,,,SHOOT,,,I don't know,,,I don't know,3,3,3,3,3,3,3,2023-09-20 14:21:05,2023-09-20 14:29:36,60649f209f,
snmlneg4jqyyckp92bm8ssnmlneggu41,1,59c028e8754a19000111c303,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,,,CHOP,,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,Agent A,,,Agent A,,,5,,5,5,5,5,5,2023-09-20 14:21:02,2023-09-20 14:29:18,f778c18b96,
6mbir4uy67zdg5vm6mbu8unpsrdqsgwc,1,5f0e74354614791b6a6a988d,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,UP,,,,,,,RIGHT,,,,,,,,,SHOOT,Agent A,,,Agent A,,,3,2,2,2,1,4,4,2023-09-20 14:17:19,2023-09-20 14:29:12,2f9168b3dc,
tt8n6ysqx6oybu98x8rbh8tt8n6yo6y8,1,604ce78146f1e005b68e1bd7,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,UP,,,,,,,,,,SHOOT,,UP,,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,CHOP,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,,,,,CHOP,,,,,LEFT,,,,,,,,SHOOT,,,RIGHT,,,,,,,,,SHOOT,,Agent B,,Agent A,,,3,3,2,2,4,3,4,2023-09-20 14:18:17,2023-09-20 14:29:00,d5ae01c114,
utzepz7zdiafte9uwutzepz3dlzyywx5,1,634693369430f49b0c4aced4,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,,,,SHOOT,,,RIGHT,,,,,,,,,SHOOT,,Agent B,,Agent A,,,2,2,2,2,3,3,3,2023-09-20 14:20:57,2023-09-20 14:28:54,b96395ea96,
j2fyvj1jvab547fgej23nr5asy125pu3,1,60643609392011e61880900d,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,UP,,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,RIGHT,,,,,,RIGHT,,,,,,,,CHOP,,Agent A,,,Agent A,,,2,2,3,3,4,3,2,2023-09-20 14:19:29,2023-09-20 14:28:01,2cdbdd2e8c,
i7seafiaz7evlhv3ufj4i7s2kbzycej7,1,5f2dd882bcc96c128164d0c2,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,DOWN,,,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,UP,,,,,,,,,CHOP,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,UP,,,,,,,RIGHT,,,,,,,,,SHOOT,Agent A,,,,Agent B,,3,4,2,2,3,4,3,2023-09-20 14:19:49,2023-09-20 14:27:57,fe269eaed7,
las4q9t3dhmmootr98044las4q1c7xk2,1,6492bc35aa72d5ca9559edf2,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,UP,,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,UP,,,,,,,,LEFT,,,,,,,,SHOOT,,Agent B,,Agent A,,,2,1,2,2,2,1,1,2023-09-20 14:16:07,2023-09-20 14:24:58,c3d75c3e94,
e1neiofw2w4k7jre1neidiwmetr91qf1,1,5c7046ab246f740001b2f53b,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,,,RIGHT,,,,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,DOWN,,,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,Agent A,,,,Agent B,,3,3,3,3,3,3,2,2023-09-20 12:52:54,2023-09-20 13:04:37,bb6cb4330d,
im7ooi457kdrxt596z6au9im7ooi45ik,1,645c5c2d1571d34c381e7a7a,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,,,,,,SHOOT,DOWN,,,,,,,,,,,SHOOT,DOWN,,,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,CHOP,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,,,,SHOOT,,,,,,SHOOT,,,,,,SHOOT,,,RIGHT,,,,,,RIGHT,,,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,LEFT,,,,,,,CHOP,,,,,,CHOP,,,,,,,SHOOT,Agent A,,,Agent A,,,4,3,4,4,3,3,2,2023-09-20 12:53:30,2023-09-20 13:04:20,adc5809c15,
uqcumgnarhys6cydluqcum4z9ae9oq05,1,64da2db526968568d9f4ac63,FALSE,WALL,TRUE,TRUE,The original state that the agent saw.,How the original state can be modified to change the decision of the AI agent.,DOWN,,,,,,,UP,,,,,,,RIGHT,,,,,,,LEFT,,,,UP,,,,,,,RIGHT,,,,,,,,CHOP,,,,RIGHT,,,,,,,,,SHOOT,,,,,,SHOOT,,,,,CHOP,,,,RIGHT,,,,DOWN,,,,,,,,,,,SHOOT,,,RIGHT,,,,,UP,,,,,,,RIGHT,,,,,UP,,,,,,,,,CHOP,,,,,LEFT,,,,UP,,,,,,,RIGHT,,,,,,RIGHT,,,,,,I don't know,,,I don't know,3,3,3,3,2,2,1,2023-09-20 12:53:36,2023-09-20 13:03:02,5af434fda3,
